"gene_name","protein_id","swissprot_id","pdb_id","method","resol","chain","position"
"RUNX1","NP_001745.2","Q01196 ","1CMO","NMR","-","A","52-178"
"RUNX1","NP_001745.2","Q01196 ","1CO1","NMR","-","A","61-175"
"RUNX1","NP_001745.2","Q01196 ","1.00E+50","X-ray","2.6","A/C/E/G/Q/R","50-183"
"RUNX1","NP_001745.2","Q01196 ","1H9D","X-ray","2.6","A/C","50-183"
"RUNX1","NP_001745.2","Q01196 ","1LJM","X-ray","2.5","A/B","51-181"
"RUNX3","NP_001026850.1","Q13761 ","-","-","-","-","-"
"RUNX3","NP_004341.1","Q13761 ","-","-","-","-","-"
"S100A10","NP_002957.1","P60903","1A4P","X-ray","2.25","A/B","Feb-97"
"S100A10","NP_002957.1","P60903","1BT6","X-ray","2.4","A/B","Feb-97"
"S100A7","NP_002954.2","P31151 ","1PSR","X-ray","1.05","A/B","2-101"
"S100A7","NP_002954.2","P31151 ","2PSR","X-ray","2.05","A","2-101"
"S100A7","NP_002954.2","P31151 ","2WND","X-ray","1.6","A","Feb-97"
"S100A7","NP_002954.2","P31151 ","2WOR","X-ray","1.7","A","2-101"
"S100A7","NP_002954.2","P31151 ","2WOS","X-ray","1.7","A","2-101"
"S100A7","NP_002954.2","P31151 ","3PSR","X-ray","2.5","A/B","2-101"
"S100A8","NP_002955.2","P05109","1MR8","X-ray","1.9","A/B","Jan-93"
"S100A8","NP_002955.2","P05109","1XK4","X-ray","1.8","A/B/E/F/I/J","Jan-93"
"S100A9","NP_002956.1","P06702","1IRJ","X-ray","2.1","A/B/C/D/E/F/G/H","2-114"
"S100A9","NP_002956.1","P06702","1XK4","X-ray","1.8","C/D/G/H/K/L","4-114"
"S100P","NP_005971.1","P25815","1J55","X-ray","2","A","Jan-95"
"S100P","NP_005971.1","P25815","1OZO","NMR","-","A/B","Jan-95"
"SAA1","NP_000322.2","P02735","-","-","-","-","-"
"SAA1"," NP_954630.1","P02735","-","-","-","-","-"
"SCAMP1","NP_004857.4","O15126","-","-","-","-","-"
"SCD","NP_005054.3","O00767","-","-","-","-","-"
"SCEL","NP_003834.3","O95171 ","-","-","-","-","-"
"SCEL","NP_659001.2","O95171 ","-","-","-","-","-"
"SDC1 ","NP_001006947.1","P18827","-","-","-","-","-"
"SDC1 ","NP_002988.3","P18827","-","-","-","-","-"
"SDHA","NP_004159.2","P31040","-","-","-","-","-"
"SEMG2","NP_002999.1","Q02383","-","-","-","-","-"
"SEPP1","NP_001078955.1","P49908","-","-","-","-","-"
"SEPP1","NP_001087195.1","-","-","-","-","-","-"
"SEPP1","NP_005401.3","P49908","-","-","-","-","-"
"SERPINA3","NP_001076.2","P01011","1AS4","X-ray","2.1","A","43-383"
"SERPINA3","NP_001076.2","P01011","1AS4","X-ray","2.1","B","387-423"
"SERPINA3","NP_001076.2","P01011","1QMN","X-ray","2.27","A","26-423"
"SERPINA3","NP_001076.2","P01011","2ACH","X-ray","2.7","A","24-383"
"SERPINA3","NP_001076.2","P01011","2ACH","X-ray","2.7","B","384-423"
"SERPINA3","NP_001076.2","P01011","3CAA","X-ray","2.4","A","43-383"
"SERPINA3","NP_001076.2","P01011","3CAA","X-ray","2.4","B","387-423"
"SERPINA3","NP_001076.2","P01011","3DLW","X-ray","2.7","A","25-423"
"SERPINA3","NP_001076.2","P01011","4CAA","X-ray","2.9","A","43-383"
"SERPINA3","NP_001076.2","P01011","4CAA","X-ray","2.9","B","387-423"
"SERPINB5","NP_002630.2","P36952","1WZ9","X-ray","2.1","A/B","1-375"
"SERPINB5","NP_002630.2","P36952","1XQG","X-ray","3.1","A/B","1-375"
"SERPINB5","NP_002630.2","P36952","1XQJ","X-ray","3.1","A","1-375"
"SERPINB5","NP_002630.2","P36952","1XU8","X-ray","2.8","A/B","1-375"
"SFN","NP_006133","P31947","1YWT","X-ray","2.4","A/B","1-248"
"SFN","NP_006133","P31947","1YZ5","X-ray","2.8","A/B","1-248"
"SFN","NP_006133","P31947","3LW1","X-ray","1.28","A","1-248"
"SFRP1","NP_003003.3","Q8N474 ","-","-","-","-","-"
"SFRP2","NP_003004.1","Q96HF1","-","-","-","-","-"
"SFRP4","NP_003005.2","Q6FHJ7","-","-","-","-","-"
"SFRP5","NP_003006.2","Q5T4F7","-","-","-","-","-"
"SIPA1","NP_006738.3","Q96FS4","-","-","-","-","-"
"SIPA1","NP_694985.29","Q96FS4","-","-","-","-","-"
"SIX1","NP_005973.1","Q15475","-","-","-","-","-"
"SKP2","NP_005974.2","Q13309","1FQV","X-ray","2.8","A/C/E/G/I/K/M/O","89-424"
"SKP2","NP_005974.2","Q13309","1FS1","X-ray","1.8","A/C","89-141"
"SKP2","NP_005974.2","Q13309","1FS2","X-ray","2.9","A/C","89-398"
"SKP2","NP_005974.2","Q13309","1LDK","X-ray","3.1","E","97-137"
"SKP2","NP_005974.2","Q13309","2ASS","X-ray","3","B","89-424"
"SKP2","NP_005974.2","Q13309","2AST","X-ray","2.3","B","89-424"
"SKP2","NP_116026.1","Q13309","1FQV","X-ray","2.8","A/C/E/G/I/K/M/O","89-424"
"SKP2","NP_116026.1","Q13309","1FS1","X-ray","1.8","A/C","89-141"
"SKP2","NP_116026.1","Q13309","1FS2","X-ray","2.9","A/C","89-398"
"SKP2","NP_116026.1","Q13309","1LDK","X-ray","3.1","E","97-137"
"SKP2","NP_116026.1","Q13309","2ASS","X-ray","3","B","89-424"
"SKP2","NP_116026.1","Q13309","2AST","X-ray","2.3","B","89-424"
"SLC3A2","NP_001012679.1","P08195","2DH2","X-ray","2.1","A","212-630"
"SLC3A2","NP_001012679.1","P08195","2DH3","X-ray","2.8","A/B","212-630"
"SLC3A2","NP_001012680.1","P08195","2DH2","X-ray","2.1","A","212-630"
"SLC3A2","NP_001012680.1","P08195","2DH3","X-ray","2.8","A/B","212-630"
"SLC3A2","NP_001012681.1","P08195","2DH2","X-ray","2.1","A","212-630"
"SLC3A2","NP_001012681.1","P08195","2DH3","X-ray","2.8","A/B","212-630"
"SLC3A2","NP_001012682.1","P08195","2DH2","X-ray","2.1","A","212-630"
"SLC3A2","NP_001012682.1","P08195","2DH3","X-ray","2.8","A/B","212-630"
"SLC3A2","NP_001013269.1","P08195","2DH2","X-ray","2.1","A","212-630"
"SLC3A2","NP_001013269.1","P08195","2DH3","X-ray","2.8","A/B","212-630"
"SLC3A2","NP_002385.3","P08195","2DH2","X-ray","2.1","A","212-630"
"SLC3A2","NP_002385.3","P08195","2DH3","X-ray","2.8","A/B","212-630"
"SLC7A6OS","NP_115554.2","-","-","-","-","-","-"
"SLURP1","NP_065160.1","P55000 ","-","-","-","-","-"
"SMAD2","NP_001003652.1","Q15796","1DEV","X-ray","2.2","A/C","261-456"
"SMAD2","NP_001003652.1","Q15796","1KHX","X-ray","1.8","A","241-467"
"SMAD2","NP_001003652.1","Q15796","1U7V","X-ray","2.7","A/C","270-466"
"SMAD2","NP_001129409.1","Q15796","1DEV","X-ray","2.2","A/C","261-456"
"SMAD2","NP_001129409.1","Q15796","1KHX","X-ray","1.8","A","241-467"
"SMAD2","NP_001129409.1","Q15796","1U7V","X-ray","2.7","A/C","270-466"
"SMAD2","NP_005892.1","Q15796","1DEV","X-ray","2.2","A/C","261-456"
"SMAD2","NP_005892.1","Q15796","1KHX","X-ray","1.8","A","241-467"
"SMAD2","NP_005892.1","Q15796","1U7V","X-ray","2.7","A/C","270-466"
"SMAD4","NP_005350.1","Q13485","1DD1","X-ray","2.62","A/B/C","285-552"
"SMAD4","NP_005350.1","Q13485","1G88","X-ray","3","A/B/C","285-552"
"SMAD4","NP_005350.1","Q13485","1MR1","X-ray","2.85","A/B","319-552"
"SMAD4","NP_005350.1","Q13485","1U7F","X-ray","2.6","B","314-552"
"SMAD4","NP_005350.1","Q13485","1U7V","X-ray","2.7","B","314-549"
"SMAD4","NP_005350.1","Q13485","1YGS","X-ray","2.1","A","319-552"
"SOCS1","NP_003736.1","O15524","-","-","-","-","-"
"SOX1","NP_005977.2","O00570","-","-","-","-","-"
"SP100","NP_001073860.1","P23497 ","1H5P","NMR","-","A","595-684"
"SP100","NP_003104.2","P23497 ","1H5P","NMR","-","A","595-684"
"SPA17","NP_059121.1","Q15506","-","-","-","-","-"
"SPARC","NP_003109.1","P09486 ","1BMO","X-ray","3.1","A/B","71-303"
"SPARC","NP_003109.1","P09486 ","1NUB","X-ray","2.8","A/B","71-303"
"SPARC","NP_003109.1","P09486 ","1SRA","X-ray","2","A","153-303"
"SPARC","NP_003109.1","P09486 ","2V53","X-ray","3.2","A","70-303"
"SPINK5","NP_001121170.1","-","-","-","-","-","-"
"SPINK5","NP_001121171.1","-","-","-","-","-","-"
"SPINK5","NP_006837.2","Q9NQ38 ","1H0Z","NMR","-","A","356-423"
"SPINK5","NP_006837.2","Q9NQ38 ","1HDL","NMR","-","A","23-77"
"SPINK5","NP_006837.2","Q9NQ38 ","1UUC","NMR","-","A","23-77"
"SPINK5","NP_006837.2","Q9NQ38 ","1UVF","NMR","-","A","989-1047"
"SPINK5","NP_006837.2","Q9NQ38 ","1UVG","NMR","-","A","989-1064"
"SPP1","NP_000573.1","P10451 ","3CXD","X-ray","2.8","P","40-51"
"SPP1","NP_000573.1","P10451 ","3DSF","X-ray","2.8","P","40-51"
"SPP1","NP_001035147.1","P10451","3CXD","X-ray","2.8","P","40-51"
"SPP1","NP_001035147.1","P10451","3DSF","X-ray","2.8","P","40-51"
"SPP1","NP_001035149.1","-","-","-","-","-","-"
"SPRR1A","NP_005978.2","P35321 ","-","-","-","-","-"
"SPRR1B","NP_003116.2","P22528","-","-","-","-","-"
"SPRR2A","NP_005979.1","P35326","-","-","-","-","-"
"SPRR2B","NP_001017418.1","P35325 ","-","-","-","-","-"
"SPRR3","NP_001091058.1","Q9UBC9 ","-","-","-","-","-"
"SPRR3","NP_005407.1","Q9UBC9 ","-","-","-","-","-"
"ST14","NP_068813.1","Q9Y5Y6","1EAW","X-ray","2.93","A/C","615-855"
"ST14","NP_068813.1","Q9Y5Y6","1EAX","X-ray","1.3","A","615-855"
"ST14","NP_068813.1","Q9Y5Y6","2FMV","model","-","A","214-447"
"ST14","NP_068813.1","Q9Y5Y6","2GV6","X-ray","2.1","A","615-855"
"ST14","NP_068813.1","Q9Y5Y6","2GV7","X-ray","2.2","A","615-855"
"ST14","NP_068813.1","Q9Y5Y6","3BN9","X-ray","2.17","A/B","615-855"
"STARD10","NP_006636.2","Q9Y365","-","-","-","-","-"
"STAT1","NP_009330.1","P42224 ","1BF5","X-ray","2.9","A","136-710"
"STAT1","NP_009330.1","P42224 ","1YVL","X-ray","3","A/B","1-683"
"STAT1","NP_009330.1","P42224 ","2KA6","NMR","-","B","710-750"
"STAT1","NP_644671","P42224 ","1BF5","X-ray","2.9","A","136-710"
"STAT1","NP_644671","P42224 ","1YVL","X-ray","3","A/B","1-683"
"STAT1","NP_644671","P42224 ","2KA6","NMR","-","B","710-750"
"STAT3","NP_003141.2","P40763 ","-","-","-","-","-"
"STAT3","NP_644805.1","P40763 ","-","-","-","-","-"
"STAT3","NP_998827.1","P40763 ","-","-","-","-","-"
"STAU1","NP_001032405.1","O95793","-","-","-","-","-"
"STAU1","NP_004593.2","O95793","-","-","-","-","-"
"STAU1","NP_059346.2","O95793","-","-","-","-","-"
"STAU1","NP_059347.2","O95793","-","-","-","-","-"
"STAU1","NP_059348.2","O95793","-","-","-","-","-"
"STK11","NP_000446.1","Q15831 ","2WTK","X-ray","2.65","C/F","43-347"
"STK31","NP_001116305.1","Q9BXU1","-","-","-","-","-"
"STK31","NP_113602.2","Q9BXU1","-","-","-","-","-"
"STK31","NP_116562.2","Q9BXU1","-","-","-","-","-"
"STX16","NP_001001433.1","O14662","-","-","-","-","-"
"STX16","NP_001128244.1","-","-","-","-","-","-"
"STX16","NP_001128245.1","O14662","-","-","-","-","-"
"STX16","NP_003754.2","O14662","-","-","-","-","-"
"SULF1","NP_001121676.1","Q8IWU6","-","-","-","-","-"
"SULF1","NP_001121677.1","Q8IWU6","-","-","-","-","-"
"SULF1","NP_001121678.1","Q8IWU6","-","-","-","-","-"
"SULF1","NP_055985.2","Q8IWU6","-","-","-","-","-"
"SULT2B1","NP_004596.2","O00204 ","1Q1Q","X-ray","2.91","A","24-365"
"SULT2B1","NP_004596.2","O00204 ","1Q1Z","X-ray","2.4","A","19-312"
"SULT2B1","NP_004596.2","O00204 ","1Q20","X-ray","2.3","A","19-312"
"SULT2B1","NP_004596.2","O00204 ","1Q22","X-ray","2.5","A","19-312"
"SULT2B1","NP_814444.1","O00204 ","1Q1Q","X-ray","2.91","A","24-365"
"SULT2B1","NP_814444.1","O00204 ","1Q1Z","X-ray","2.4","A","19-312"
"SULT2B1","NP_814444.1","O00204 ","1Q20","X-ray","2.3","A","19-312"
"SULT2B1","NP_814444.1","O00204 ","1Q22","X-ray","2.5","A","19-312"
"SYCP2","NP_055073.2","Q9BX26","-","-","-","-","-"
"SYK","NP_001128524.1","P43405","1A81","X-ray","3","A/C/E/G/I/K","9-262"
"SYK","NP_001128524.1","P43405","1CSY","NMR","-","A","163-265"
"SYK","NP_001128524.1","P43405","1CSZ","NMR","-","A","163-265"
"SYK","NP_001128524.1","P43405","1XBA","X-ray","2","A","356-635"
"SYK","NP_001128524.1","P43405","1XBB","X-ray","1.57","A","356-635"
"SYK","NP_001128524.1","P43405","1XBC","X-ray","2","A","356-635"
"SYK","NP_001128524.1","P43405","3BUW","X-ray","1.45","A/C","317-329"
"SYK","NP_001128524.1","P43405","3EMG","X-ray","2.6","A","349-635"
"SYK","NP_001128524.1","P43405","3FQE","X-ray","2.5","A","356-635"
"SYK","NP_001128524.1","P43405","3FQH","X-ray","2.26","A/B","356-635"
"SYK","NP_001128524.1","P43405","3FQS","X-ray","2.1","A","356-635"
"SYK","NP_003168.2","P43405","1A81","X-ray","3","A/C/E/G/I/K","9-262"
"SYK","NP_003168.2","P43405","1CSY","NMR","-","A","163-265"
"SYK","NP_003168.2","P43405","1CSZ","NMR","-","A","163-265"
"SYK","NP_003168.2","P43405","1XBA","X-ray","2","A","356-635"
"SYK","NP_003168.2","P43405","1XBB","X-ray","1.57","A","356-635"
"SYK","NP_003168.2","P43405","1XBC","X-ray","2","A","356-635"
"SYK","NP_003168.2","P43405","3BUW","X-ray","1.45","A/C","317-329"
"SYK","NP_003168.2","P43405","3EMG","X-ray","2.6","A","349-635"
"SYK","NP_003168.2","P43405","3FQE","X-ray","2.5","A","356-635"
"SYK","NP_003168.2","P43405","3FQH","X-ray","2.26","A/B","356-635"
"SYK","NP_003168.2","P43405","3FQS","X-ray","2.1","A","356-635"
"TARS"," NP_689508.3","P26639","1WWT","NMR","-","A","79-153"
"TBC1D1","NP_055988.2","Q86TI0","-","-","-","-","-"
"TBX3","NP_005987.3","O15119","1H6F","X-ray","1.7","A/B","101-311"
"TBX3","NP_057653.3","O15119","1H6F","X-ray","1.7","A/B","101-311"
"TCEA2","NP_003186.1","Q15560","-","-","-","-","-"
"TCEA2","NP_942016.1","Q15560","-","-","-","-","-"
"TERT","NP_937983.2","O14746 ","2BCK","X-ray","2.8","C/F","461-469"
"TERT","NP_937986.1","O14746 ","2BCK","X-ray","2.8","C/F","461-469"
"TFF3","NP_003217.3","-","-","-","-","-","-"
"TFPI2","NP_006519.1","P48307 ","1ZR0","X-ray","1.8","B/D","28-90"
"TFRC","NP_001121620.1","P02786 ","1CX8","X-ray","3.2","A/B/C/D/E/F/G/H","122-760"
"TFRC","NP_001121620.1","P02786 ","1DE4","X-ray","2.8","C/F/I","121-760"
"TFRC","NP_001121620.1","P02786 ","1SUV","electron microscopy","7.5","A/B","122-760"
"TFRC","NP_001121620.1","P02786 ","2NSU","electron microscopy","27","A/B","122-760"
"TFRC","NP_001121620.1","P02786 ","3KAS","X-ray","2.4","A","121-760"
"TFRC","NP_003225.2","P02786 ","1CX8","X-ray","3.2","A/B/C/D/E/F/G/H","122-760"
"TFRC","NP_003225.2","P02786 ","1DE4","X-ray","2.8","C/F/I","121-760"
"TFRC","NP_003225.2","P02786 ","1SUV","electron microscopy","7.5","A/B","122-760"
"TFRC","NP_003225.2","P02786 ","2NSU","electron microscopy","27","A/B","122-760"
"TFRC","NP_003225.2","P02786 ","3KAS","X-ray","2.4","A","121-760"
"TGFA","NP_001093161.1","P01135","1GK5","NMR","-","A","83-89"
"TGFA","NP_001093161.1","P01135","1MOX","X-ray","2.5","C/D","40-89"
"TGFA","NP_001093161.1","P01135","1YUF","NMR","-","A","40-89"
"TGFA","NP_001093161.1","P01135","1YUG","NMR","-","A","40-89"
"TGFA","NP_001093161.1","P01135","2TGF","NMR","-","A","40-89"
"TGFA","NP_001093161.1","P01135","3.00E+50","X-ray","2.3","C/D","40-89"
"TGFA","NP_001093161.1","P01135","3TGF","NMR","-","A","40-89"
"TGFA","NP_001093161.1","P01135","4TGF","NMR","-","A","40-89"
"TGFA","NP_003227.1","P01135","1GK5","NMR","-","A","83-89"
"TGFA","NP_003227.1","P01135","1MOX","X-ray","2.5","C/D","40-89"
"TGFA","NP_003227.1","P01135","1YUF","NMR","-","A","40-89"
"TGFA","NP_003227.1","P01135","1YUG","NMR","-","A","40-89"
"TGFA","NP_003227.1","P01135","2TGF","NMR","-","A","40-89"
"TGFA","NP_003227.1","P01135","3.00E+50","X-ray","2.3","C/D","40-89"
"TGFA","NP_003227.1","P01135","3TGF","NMR","-","A","40-89"
"TGFA","NP_003227.1","P01135","4TGF","NMR","-","A","40-89"
"TGFB1","NP_000651.3","P01137 ","1KLA","NMR","-","A/B","279-390"
"TGFB1","NP_000651.3","P01137 ","1KLC","NMR","-","A/B","279-390"
"TGFB1","NP_000651.3","P01137 ","1KLD","NMR","-","A/B","279-390"
"TGFB1","NP_000651.3","P01137 ","3KFD","X-ray","3","A/B/C/D","279-390"
"TGFB2","NP_001129071.1","P61812","1TFG","X-ray","1.95","A","303-414"
"TGFB2","NP_001129071.1","P61812","2TGI","X-ray","1.8","A","303-414"
"TGFB2","NP_003229.1","P61812","1TFG","X-ray","1.95","A","303-414"
"TGFB2","NP_003229.1","P61812","2TGI","X-ray","1.8","A","303-414"
"TGFBR1","NP_001124388.1","-","-","-","-","-","-"
"TGFBR1","NP_004603.1","P36897","1B6C","X-ray","2.6","B/D/F/H","162-503"
"TGFBR1","NP_004603.1","P36897","1IAS","X-ray","2.9","A/B/C/D/E","162-503"
"TGFBR1","NP_004603.1","P36897","1PY5","X-ray","2.3","A","175-500"
"TGFBR1","NP_004603.1","P36897","1RW8","X-ray","2.4","A","200-500"
"TGFBR1","NP_004603.1","P36897","1TBI","model","-","A","34-114"
"TGFBR1","NP_004603.1","P36897","1VJY","X-ray","2","A","201-503"
"TGFBR1","NP_004603.1","P36897","2PJY","X-ray","3","C","33-111"
"TGFBR1","NP_004603.1","P36897","2WOT","X-ray","1.85","A","200-503"
"TGFBR1","NP_004603.1","P36897","2WOU","X-ray","2.3","A","200-503"
"TGFBR1","NP_004603.1","P36897","3FAA","X-ray","3.35","A/B/C/D/E","162-503"
"TGFBR1","NP_004603.1","P36897","3GXL","X-ray","1.8","A","201-503"
"TGFBR1","NP_004603.1","P36897","3HMM","X-ray","1.7","A","201-503"
"TGFBR1","NP_004603.1","P36897","3KCF","X-ray","2.8","A/B/C/D/E","162-503"
"TGFBR1","NP_004603.1","P36897","3KFD","X-ray","3","I/J/K/L","31-115"
"TGM3","NP_003236.3","Q08188 ","1L9M","X-ray","2.1","A/B","2-693"
"TGM3","NP_003236.3","Q08188 ","1L9N","X-ray","2.1","A/B","2-693"
"TGM3","NP_003236.3","Q08188 ","1NUD","X-ray","2.7","A/B","2-693"
"TGM3","NP_003236.3","Q08188 ","1NUF","X-ray","2.7","A","2-693"
"TGM3","NP_003236.3","Q08188 ","1NUG","X-ray","2.4","A/B","2-693"
"TGM3","NP_003236.3","Q08188 ","1RLE","X-ray","2.1","A/B","2-693"
"TGM3","NP_003236.3","Q08188 ","1SGX","X-ray","2","A/B","2-693"
"TGM3","NP_003236.3","Q08188 ","1VJJ","X-ray","1.9","A/B","2-693"
"THBD","NP_000352","P07204","1ADX","NMR","-","A","405-444"
"THBD","NP_000352","P07204","1DQB","NMR","-","A","364-444"
"THBD","NP_000352","P07204","1DX5","X-ray","2.3","I/J/K/L","363-480"
"THBD","NP_000352","P07204","1EGT","NMR","-","A","427-437"
"THBD","NP_000352","P07204","1FGD","NMR","-","A","427-444"
"THBD","NP_000352","P07204","1FGE","NMR","-","A","425-444"
"THBD","NP_000352","P07204","1HLT","X-ray","3","R","426-444"
"THBD","NP_000352","P07204","1TMR","NMR","-","A","389-405"
"THBD","NP_000352","P07204","1ZAQ","NMR","-","A","364-407"
"THBD","NP_000352","P07204","2ADX","NMR","-","A","405-444"
"THBD","NP_000352","P07204","3GIS","X-ray","2.4","X/Y/Z","363-483"
"THBS1","NP_003237.2","P07996 ","1LSL","X-ray","1.9","A","434-546"
"THBS1","NP_003237.2","P07996 ","1UX6","X-ray","1.9","A","834-1170"
"THBS1","NP_003237.2","P07996 ","1Z78","X-ray","1.8","A","19-233"
"THBS1","NP_003237.2","P07996 ","1ZA4","X-ray","1.9","A","19-257"
"THBS1","NP_003237.2","P07996 ","2ERF","X-ray","1.45","A","25-233"
"THBS1","NP_003237.2","P07996 ","2ES3","X-ray","1.85","A/B","25-233"
"THBS1","NP_003237.2","P07996 ","2OUH","X-ray","2.4","A/B","19-257"
"THBS1","NP_003237.2","P07996 ","2OUJ","X-ray","1.9","A","19-257"
"THBS2","NP_003238.2","P35442","1YO8","X-ray","2.6","A","551-1172"
"THBS2","NP_003238.2","P35442","2RHP","X-ray","2.9","A","551-1172"
"TIMP1","NP_003245.1","P01033","1D2B","NMR","-","A","24-149"
"TIMP1","NP_003245.1","P01033","1LQN","model","-","A","1-207"
"TIMP1","NP_003245.1","P01033","1OO9","NMR","-","B","24-149"
"TIMP1","NP_003245.1","P01033","1UEA","X-ray","2.8","B/D","24-207"
"TIMP1","NP_003245.1","P01033","2J0T","X-ray","2.54","D/E/F","24-149"
"TIMP2","NP_003246.1","P16035","1BR9","X-ray","2.1","A","27-220"
"TIMP2","NP_003246.1","P16035","1GXD","X-ray","3.1","C/D","27-220"
"TIMP2","NP_003246.1","P16035","2TMP","NMR","-","A","27-153"
"TIMP3","NP_000353.1","P35625 ","3CKI","X-ray","2.3","B","24-144"
"TKTL1","NP_036385.3","P51854 ","-","-","-","-","-"
"TLR2","NP_003255.2","O60603","1FYW","X-ray","3","A","636-784"
"TLR2","NP_003255.2","O60603","1FYX","X-ray","2.8","A","636-784"
"TLR2","NP_003255.2","O60603","1O77","X-ray","3.2","A/B/C/D/E","639-784"
"TLR2","NP_003255.2","O60603","2Z7X","X-ray","2.1","A","27-509"
"TLR2","NP_003255.2","O60603","2Z80","X-ray","1.8","A/B","1-284"
"TLR4","NP_612564.1","O00206","2Z62","X-ray","1.7","A","27-228"
"TLR4","NP_612564.1","O00206","2Z63","X-ray","2","A","27-527"
"TLR4","NP_612564.1","O00206","2Z65","X-ray","2.7","A/B","27-228"
"TLR4","NP_612564.1","O00206","2Z66","X-ray","1.9","A/B/C/D","380-627"
"TLR4","NP_612564.1","O00206","3FXI","X-ray","3.1","A/B","27-631"
"TLR8","NP_619542.1","Q9NR97 ","-","-","-","-","-"
"TMC6","NP_001120670.1","Q7Z403","-","-","-","-","-"
"TMC6","NP_009198.4","Q7Z403","-","-","-","-","-"
"TMCO6","NP_060972.3","Q96DC7","-","-","-","-","-"
"TMEM132A","NP_060340.2","Q24JP5","-","-","-","-","-"
"TMEM132A","NP_821174.1","Q24JP5","-","-","-","-","-"
"TMEM132A","NP_060340.2","Q24JP5","-","-","-","-","-"
"TMEM132A","NP_821174.1","Q24JP5","-","-","-","-","-"
"TMPRSS11D","NP_004253.1","O60235 ","-","-","-","-","-"
"TMPRSS11E","NP_054777.2","Q9UL52 ","2OQ5","X-ray","1.61","A","192-423"
"TNF","NP_000585.2","P01375","1A8M","X-ray","2.3","A/B/C","77-233"
"TNF","NP_000585.2","P01375","1TNF","X-ray","2.6","A/B/C","77-233"
"TNF","NP_000585.2","P01375","2AZ5","X-ray","2.1","A/B/C/D","86-233"
"TNF","NP_000585.2","P01375","2E7A","X-ray","1.8","A/B/C","77-233"
"TNF","NP_000585.2","P01375","2TUN","X-ray","3.1","A/B/C/D/E/F","77-233"
"TNF","NP_000585.2","P01375","2ZJC","X-ray","2.5","A/B/C","77-233"
"TNF","NP_000585.2","P01375","2ZPX","X-ray","2.83","A/B/C","77-233"
"TNF","NP_000585.2","P01375","3IT8","X-ray","2.8","A/B/C/G/H/I","82-233"
"TNF","NP_000585.2","P01375","3L9J","X-ray","2.1","T","85-233"
"TNF","NP_000585.2","P01375","4TSV","X-ray","1.8","A","84-233"
"TNF","NP_000585.2","P01375","5TSW","X-ray","2.5","A/B/C/D/E/F","84-233"
"TNFRSF10C","NP_003832.2","O14798","-","-","-","-","-"
"TOB1","NP_005740.1","P50616","2D5R","X-ray","2.5","B","1-115"
"TOB1","NP_005740.1","P50616","2Z15","X-ray","2.3","A/B/C/D","1-117"
"TOP2A","NP_001058.2","P11388","1LWZ","model","-","A","431-1200"
"TOP2A","NP_001058.2","P11388","1ZXM","X-ray","1.87","A/B","29-428"
"TOP2A","NP_001058.2","P11388","1ZXN","X-ray","2.51","A/B/C/D","29-428"
"TP53","NP_000537.3","P04637","1A1U","NMR","-","A/C","324-358"
"TP53","NP_000537.3","P04637","1AIE","X-ray","1.5","A","326-356"
"TP53","NP_000537.3","P04637","1C26","X-ray","1.7","A","325-356"
"TP53","NP_000537.3","P04637","1DT7","NMR","-","X/Y","367-388"
"TP53","NP_000537.3","P04637","1GZH","X-ray","2.6","A/C","95-292"
"TP53","NP_000537.3","P04637","1H26","X-ray","2.24","E","376-386"
"TP53","NP_000537.3","P04637","1HS5","NMR","-","A/B","324-357"
"TP53","NP_000537.3","P04637","1JSP","NMR","-","A","367-386"
"TP53","NP_000537.3","P04637","1KZY","X-ray","2.5","A/B","95-289"
"TP53","NP_000537.3","P04637","1MA3","X-ray","2","B","372-389"
"TP53","NP_000537.3","P04637","1OLG","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1OLH","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1PES","NMR","-","A/B/C/D","325-355"
"TP53","NP_000537.3","P04637","1PET","NMR","-","A/B/C/D","325-355"
"TP53","NP_000537.3","P04637","1SAE","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1SAF","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1SAH","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1SAJ","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1SAK","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1SAL","NMR","-","A/B/C/D","319-360"
"TP53","NP_000537.3","P04637","1TSR","X-ray","2.2","A/B/C","94-312"
"TP53","NP_000537.3","P04637","1TUP","X-ray","2.2","A/B/C","94-312"
"TP53","NP_000537.3","P04637","1UOL","X-ray","1.9","A/B","94-312"
"TP53","NP_000537.3","P04637","1XQH","X-ray","1.75","B/F","369-377"
"TP53","NP_000537.3","P04637","1YC5","X-ray","1.4","B","372-389"
"TP53","NP_000537.3","P04637","1YCQ","X-ray","2.3","B","13-29"
"TP53","NP_000537.3","P04637","1YCR","X-ray","2.6","B","15-29"
"TP53","NP_000537.3","P04637","1YCS","X-ray","2.2","A","94-292"
"TP53","NP_000537.3","P04637","2AC0","X-ray","1.8","A/B/C/D","94-293"
"TP53","NP_000537.3","P04637","2ADY","X-ray","2.5","A/B","94-293"
