"gene_name","homologene_id","species","gene","mrna","protein"
"PWP2H","3702","P.troglodytes","PWP2","XM_001148657.1","XP_001148657.1"
"PWP2H","3702","C.lupus","PWP2","XM_544915.2","XP_544915.2"
"PWP2H","3702","B.taurus","PWP2","XM_592170.4","XP_592170.3"
"PWP2H","3702","M.musculus","Pwp2","NM_029546.2","NP_083822.1"
"PWP2H","3702","R.norvegicus","Pwp2","XM_001074000.1","XP_001074000.1"
"PWP2H","3702","G.gallus","PWP2","XM_416757.2","XP_416757.2"
"PWP2H","3702","D.rerio","pwp2h","NM_213047.1","NP_998212.1"
"PWP2H","3702","D.melanogaster","CG12325","NM_136774.1","NP_610618.1"
"PWP2H","3702","A.gambiae","AgaP_AGAP0","XM_311407.4","XP_311407.4"
"PWP2H","3702","C.elegans","F55F8.3","NM_059252.4","NP_491653.2"
"PWP2H","3702","S.pombe","SPBC713.04","NM_001021251.1","NP_595343.1"
"PWP2H","3702","S.cerevisiae","PWP2","PWP2_6319903","NP_009984.1"
"PWP2H","3702","K.lactis","KLLA0C0897","XM_452599.1","XP_452599.1"
"PWP2H","3702","E.gossypii","AGOS_AAR05","NM_207951.1","NP_982598.1"
"PWP2H","3702","M.grisea","MGG_07465","XM_367554.1","XP_367554.1"
"PWP2H","3702","N.crassa","NCU03794.1","XM_323094.1","XP_323095.1"
"PWP2H","3702","A.thaliana","AT1G15440","NM_101414.3","NP_172998.1"
"PWP2H","3702","O.sativa","Os05g05195","NM_001062599.1","NP_001056064.1"
"PWP2H","3702","P.falciparum","PF08_0130","XM_001349455.1","XP_001349491.1"
"RAF1","48145","H.sapiens","RAF1","NM_002880.3","NP_002871.1"
"RAF1","48145","P.troglodytes","RAF1","XM_001155232.1","XP_001155232.1"
"RAF1","48145","C.lupus","RAF1","XM_854141.1","XP_859234.1"
"RAF1","48145","B.taurus","RAF1","NM_001102505.1","NP_001095975.1"
"RAF1","48145","M.musculus","Raf1","NM_029780.3","NP_084056.1"
"RAF1","48145","R.norvegicus","Raf1","NM_012639.2","NP_036771.1"
"RAF1","48145","G.gallus","RAF1","NM_205307.1","NP_990638.1"
"RAF1","48145","D.rerio","raf1","NM_131439.1","NP_571514.1"
"RALY","7216","H.sapiens","RALY","NM_016732.1","NP_057951.1"
"RALY","7216","P.troglodytes","RALY","XM_514591.2","XP_514591.2"
"RALY","7216","C.lupus","RALY","XM_542969.2","XP_542969.2"
"RALY","7216","B.taurus","RALY","NM_001014847.1","NP_001014847.1"
"RALY","7216","M.musculus","Raly","NM_023130.1","NP_075619.1"
"RALY","7216","R.norvegicus","Raly","NM_001011958.1","NP_001011958.1"
"RALY","7216","G.gallus","RALY","XM_417332.2","XP_417332.2"
"RALY","7216","D.rerio","raly","NM_205610.1","NP_991173.1"
"RAPGEF3","21231","H.sapiens","RAPGEF3","NM_001098531.2","NP_001092001.1"
"RAPGEF3","21231","P.troglodytes","RAPGEF3","XM_522596.2","XP_522596.2"
"RAPGEF3","21231","C.lupus","RAPGEF3","XM_543717.2","XP_543717.2"
"RAPGEF3","21231","B.taurus","RAPGEF3","NM_001080302.1","NP_001073771.1"
"RAPGEF3","21231","M.musculus","Rapgef3","NM_144850.1","NP_659099.1"
"RAPGEF3","21231","R.norvegicus","Rapgef3","NM_021690.1","NP_067722.1"
"RAPGEF3","21231","G.gallus","RAPGEF3","XM_424494.2","XP_424494.2"
"RAPGEF3","21231","D.rerio","LOC1000037","XM_001343204.1","XP_001343240.1"
"RARA","20262","H.sapiens","RARA","NM_001145301.1","NP_001138773.1"
"RARA","20262","C.lupus","RARA","NM_001012645.1","NP_001012663.1"
"RARA","20262","B.taurus","RARA","XM_001790312.1","XP_001790364.1"
"RARA","20262","M.musculus","Rara","NM_009024.2","NP_033050.2"
"RARA","20262","R.norvegicus","Rara","NM_031528.1","NP_113716.1"
"RARA","20262","D.rerio","rarab","NM_131399.1","NP_571474.1"
"RARA","20262","D.rerio","raraa","NM_131406.2","NP_571481.2"
"RARB","68100","H.sapiens","RARB","NM_000965.3","NP_000956.2"
"RARB","68100","P.troglodytes","RARB","XM_001164404.1","XP_001164404.1"
"RARB","68100","C.lupus","RARB","XM_857187.1","XP_862280.1"
"RARB","68100","M.musculus","Rarb","NM_011243.1","NP_035373.1"
"RARB","68100","G.gallus","RARB","NM_205326.1","NP_990657.1"
"RARB","68100","D.rerio","rarga","NM_131339.1","NP_571414.1"
"RARG","20263","H.sapiens ","RARG ","NM_000966.4 ","NP_000957.1"
"RARG","20263","P.troglodytes ","RARG ","XM_509094.2 ","XP_509094.2"
"RARG","20263","C.lupus ","RARG ","XM_844167.1 ","XP_849260.1"
"RARG","20263","B.taurus ","RARG ","XM_866891.3 ","XP_871984.3"
"RARG","20263","M.musculus ","Rarg ","NM_011244.3 ","NP_035374.3"
"RARG","20263","R.norvegicus ","Rarg ","XM_001062412.1 ","XP_001062412.1"
"RARG","20263","D.rerio ","rargb ","NM_001083310.1 ","NP_001076779.1"
"RARRES3","48290","H.sapiens","RARRES3","NM_004585.3","NP_004576.2"
"RARRES3","48290","P.troglodytes","RARRES3","XM_508513.2","XP_508513.2"
"RARRES3","48290","C.lupus","RARRES3","XM_540893.2","XP_540893.2"
"RARRES3","48290","D.rerio","zgc:92249","NM_001002623.1","NP_001002623.1"
"RASSF1","10499","H.sapiens","RASSF1","NM_170714.1","NP_733832.1"
"RASSF1","10499","P.troglodytes","RASSF1","XM_001168270.1","XP_001168270.1"
"RASSF1","10499","C.lupus","RASSF1","XM_845162.1","XP_850255.1"
"RASSF1","10499","R.norvegicus","Rassf1","NM_001037555.1","NP_001032644.1"
"RASSF1","10499","G.gallus","RASSF1","XM_422923.1","XP_422923.1"
"RASSF1","10499","D.rerio","rassf1","NM_001004550.1","NP_001004550.1"
"RASSF1","10499","C.elegans","T24F1.3","NM_001027191.2","NP_001022362.1"
"RBL1","2172","H.sapiens","RBL1","NM_002895.2","NP_002886.2"
"RBL1","2172","P.troglodytes","RBL1","XM_001139919.1","XP_001139919.1"
"RBL1","2172","C.lupus","RBL1","XM_534412.2","XP_534412.2"
"RBL1","2172","B.taurus","RBL1","XM_603207.4","XP_603207.3"
"RBL1","2172","M.musculus","Rbl1","NM_011249.1","NP_035379.1"
"RBL1","2172","R.norvegicus","Rbl1","XM_001055763.1","XP_001055763.1"
"RBL1","2172","G.gallus","RBL1","XM_417312.2","XP_417312.2"
"RBL1","2172","D.rerio","rbl1","XM_001333003.2","XP_001333039.2"
"RBL1","2172","D.melanogaster","Rbf","NM_080297.2","NP_525036.2"
"RBL1","2172","A.gambiae","AgaP_AGAP0","XM_316517.4","XP_316517.4"
"RBL1","2172","A.thaliana","RBR1","NM_112064.4","NP_566417.3"
"RBL1","2172","O.sativa","Os08g05387","NM_001068907.1","NP_001062372.1"
"RBL2","4098","H.sapiens","RBL2","NM_005611.3","NP_005602.3"
"RBL2","4098","P.troglodytes","RBL2","XM_523371.2","XP_523371.2"
"RBL2","4098","C.lupus","RBL2","XM_535303.2","XP_535303.2"
"RBL2","4098","B.taurus","RBL2","NM_001098073.1","NP_001091542.1"
"RBL2","4098","M.musculus","Rbl2","NM_011250.2","NP_035380.2"
"RBL2","4098","R.norvegicus","Rbl2","NM_031094.1","NP_112356.1"
"RBL2","4098","G.gallus","RBL2","XM_414087.2","XP_414087.2"
"RBL2","4098","D.rerio","LOC557385","XM_001922133.1","XP_001922168.1"
"RBL2","4098","C.elegans","lin-35","NM_059285.2","NP_491686.1"
"RBP1","2175","H.sapiens","RBP1","NM_002899.3","NP_002890.2"
"RBP1","2175","P.troglodytes","RBP1","XM_001158395.1","XP_001158395.1"
"RBP1","2175","C.lupus","RBP1","XM_534285.2","XP_534285.2"
"RBP1","2175","B.taurus","RBP1","NM_001025343.1","NP_001020514.1"
"RBP1","2175","M.musculus","Rbp1","NM_011254.5","NP_035384.1"
"RBP1","2175","R.norvegicus","Rbp1","NM_012733.4","NP_036865.1"
"RBP1","2175","G.gallus","RBP1","XM_422635.2","XP_422635.1"
"RBP1","2175","D.rerio","si:ch211-1","NM_001114899.1","NP_001108371.1"
"RCL1","4217","H.sapiens","RCL1","NM_005772.3","NP_005763.3"
"RCL1","4217","P.troglodytes","RCL1","XM_520471.2","XP_520471.2"
"RCL1","4217","C.lupus","RCL1","XM_541299.2","XP_541299.2"
"RCL1","4217","B.taurus","RCL1","NM_001077131.1","NP_001070599.1"
"RCL1","4217","M.musculus","Rcl1","NM_021525.2","NP_067500.1"
"RCL1","4217","R.norvegicus","Rcl1","NM_001013152.1","NP_001013170.1"
"RCL1","4217","G.gallus","RCL1","XM_424808.2","XP_424808.1"
"RCL1","4217","D.rerio","rcl1","NM_001003865.1","NP_001003865.1"
"RCL1","4217","D.melanogaster","Rtc1","NM_132691.2","NP_572919.1"
"RCL1","4217","A.gambiae","AgaP_AGAP0","XM_314471.4","XP_314471.2"
"RCL1","4217","C.elegans","ZK1127.5","NM_063044.4","NP_495445.2"
"RCL1","4217","S.pombe","SPAC12G12.","NM_001018292.1","NP_592892.1"
"RCL1","4217","S.cerevisiae","RCL1","RCL1_6324564","NP_014633.1"
"RCL1","4217","K.lactis","KLLA0C0598","XM_452464.1","XP_452464.1"
"RCL1","4217","E.gossypii","AGOS_ACL01","NM_208742.1","NP_983389.1"
"RCL1","4217","A.thaliana","AT5G22100","NM_147891.3","NP_680196.1"
"RCL1","4217","O.sativa","Os03g08337","NM_001058346.1","NP_001051811.1"
"RCL1","4217","P.falciparum","PF14_0677","XM_001348815.1","XP_001348851.1"
"RGS1","2191","H.sapiens","RGS1","NM_002922.3","NP_002913.3"
"RGS1","2191","P.troglodytes","RGS1","XM_514068.2","XP_514068.2"
"RGS1","2191","C.lupus","RGS1","XM_545702.2","XP_545702.2"
"RGS1","2191","B.taurus","RGS1","XM_001252887.2","XP_001252888.1"
"RGS1","2191","M.musculus","Rgs1","NM_015811.1","NP_056626.1"
"RGS1","2191","R.norvegicus","Rgs1","NM_019336.1","NP_062209.1"
"RGS1","2191","G.gallus","RGS1","XM_422203.2","XP_422203.2"
"RHCG","32310","H.sapiens","RHCG","NM_016321.1","NP_057405.1"
"RHCG","32310","P.troglodytes","RHCG","NM_001035523.1","NP_001030600.1"
"RHCG","32310","C.lupus","RHCG","XM_549635.2","XP_549635.2"
"RHCG","32310","B.taurus","RHCG","NM_174172.2","NP_776597.1"
"RHCG","32310","M.musculus","Rhcg","NM_019799.2","NP_062773.1"
"RHCG","32310","R.norvegicus","Rhcg","NM_183053.1","NP_898876.1"
"RHCG","32310","G.gallus","RHCG","NM_001004370.1","NP_001004370.1"
"RHCG","32310","D.rerio","zgc:162132","NM_001089577.1","NP_001083046.1"
"RHCG","32310","D.rerio","rhcg2a","NM_001102618.1","NP_001096088.1"
"RNASEN","8293","H.sapiens","RNASEN","NM_013235.4","NP_037367.3"
"RNASEN","8293","P.troglodytes","RNASEN","XM_001157589.1","XP_001157589.1"
"RNASEN","8293","C.lupus","RNASEN","XM_849042.1","XP_854135.1"
"RNASEN","8293","B.taurus","RNASEN","XM_591998.4","XP_591998.4"
"RNASEN","8293","M.musculus","Rnasen","NM_026799.2","NP_081075.2"
"RNASEN","8293","R.norvegicus","Rnasen","XM_226843.4","XP_226843.4"
"RNASEN","8293","G.gallus","RNASEN","NM_001006379.1","NP_001006379.1"
"RNASEN","8293","D.rerio","zgc:158612","NM_001110472.1","NP_001103942.1"
"RNASEN","8293","D.melanogaster","drosha","NM_058088.3","NP_477436.1"
"RNASEN","8293","A.gambiae","AgaP_AGAP0","XM_555381.3","XP_555381.3"
"RNASEN","8293","C.elegans","drsh-1","NM_001128988.1","NP_001122460.1"
"RNF114","10265","H.sapiens","RNF114","NM_018683.3","NP_061153.1"
"RNF114","10265","P.troglodytes","RNF114","XM_525413.2","XP_525413.2"
"RNF114","10265","C.lupus","RNF114","XM_534453.2","XP_534453.2"
"RNF114","10265","B.taurus","RNF114","NM_001024531.2","NP_001019702.1"
"RNF114","10265","M.musculus","Rnf114","NM_030743.5","NP_109668.2"
"RNF114","10265","R.norvegicus","Rnf114","NM_001001517.1","NP_001001517.1"
"RNF114","10265","G.gallus","ZNF313","NM_001001767.2","NP_001001767.2"
"RNF114","10265","D.rerio","rnf114","NM_001001828.4","NP_001001828.2"
"RPL37","68110","H.sapiens","RPL37","NM_000997.4","NP_000988.1"
"RPL37","68110","P.troglodytes","RPL37","XM_517789.2","XP_517789.1"
"RPL37","68110","C.lupus","LOC608929","XM_845939.1","XP_851032.1"
"RPL37","68110","B.taurus","RPL37","XM_001249477.2","XP_001249478.1"
"RPL37","68110","B.taurus","RPL37","NM_001078132.1","NP_001071600.1"
"RPL37","68110","M.musculus","Rpl37","NM_026069.2","NP_080345.1"
"RPL37","68110","R.norvegicus","Rpl37","NM_031106.1","NP_112368.1"
"RPL37","68110","G.gallus","RPL37","XM_424773.2","XP_424773.1"
"RPL37","68110","D.rerio","LOC1000009","XM_001335947.2","XP_001335983.1"
"RPL37","68110","D.melanogaster","RpL37a","NM_132777.1","NP_573005.1"
"RPL37","68110","A.gambiae","AgaP_AGAP0","XM_309142.2","XP_309142.2"
"RPL37","68110","C.elegans","W01D2.1","NM_064671.4","NP_497072.1"
"RPL37","68110","C.elegans","rpl-37","NM_065326.3","NP_497727.1"
"RPL37","68110","S.pombe","rpl37","NM_001023341.1","NP_588350.1"
"RPL37","68110","S.pombe","rpl37","NM_001018701.1","NP_001018221.1"
"RPL37","68110","S.cerevisiae","RPL37A","RPL37A_6323214","NP_013286.1"
"RPL37","68110","S.cerevisiae","RPL37B","RPL37B_6320708","NP_010788.1"
"RPL37","68110","K.lactis","KLLA0C0187","XM_452279.1","XP_452279.1"
"RPL37","68110","E.gossypii","AGOS_AFR68","NM_212372.1","NP_986236.1"
"RPL37","68110","M.grisea","MGG_02620","XM_366544.2","XP_366544.2"
"RPL37","68110","N.crassa","NCU01966.1","XM_329155.1","XP_329156.1"
"RPL37","68110","A.thaliana","AT3G16080","NM_112478.3","NP_566535.1"
"RPL37","68110","A.thaliana","AT1G15250","NM_101393.3","NP_172977.1"
"RPL37","68110","A.thaliana","AT1G52300","NM_104109.2","NP_175640.1"
"RPL37","68110","O.sativa","Os02g08150","NM_001055033.1","NP_001048498.1"
"RPL37","68110","O.sativa","Os02g01117","NM_001052190.1","NP_001045655.1"
"RPL37","68110","O.sativa","Os08g01285","NM_001067447.1","NP_001060912.1"
"RPL39L","122215","H.sapiens ","RPL39L ","NM_052969.1 ","NP_443201.1"
"RPL39L","122215","M.musculus ","Rpl39l ","NM_026594.2 ","NP_080870.1"
"RPRM ","10524","H.sapiens ","RPRM ","NM_019845.2 ","NP_062819.1"
"RPRM ","10524","P.troglodytes ","RPRM ","XM_001141560.1 ","XP_001141560.1"
"RPRM ","10524","B.taurus ","RPRM ","NM_001080739.1 ","NP_001074208.1"
"RPRM ","10524","M.musculus ","Rprm ","NM_023396.4 ","NP_075885.1"
"RPRM ","10524","R.norvegicus ","Rprm ","XM_001055762.1 ","XP_001055762.1"
"RPRM ","10524","D.rerio ","zgc:112209","NM_001020664.1 ","NP_001018500.1"
"RPRM ","10524","D.rerio ","rprm ","NM_200806.1 ","NP_957100.1"
"RPS19","37416","H.sapiens","RPS19","NM_001022.3","NP_001013.1"
"RPS19","37416","P.troglodytes","RPS19","XM_512692.2","XP_512692.2"
"RPS19","37416","C.lupus","RPS19","XM_533657.2","XP_533657.2"
"RPS19","37416","B.taurus","RPS19","NM_001037467.1","NP_001032544.1"
"RPS19","37416","M.musculus","Rps19","NM_023133.1","NP_075622.1"
"RPS19","37416","R.norvegicus","Rps19","NM_001037346.1","NP_001032423.1"
"RPS19","37416","D.rerio","rps19","NM_200750.1","NP_957044.1"
"RPS19","37416","D.melanogaster","RpS19b","NM_142938.1","NP_651195.1"
"RPS19","37416","A.gambiae","AgaP_AGAP0","XM_563989.3","XP_563989.1"
"RPS19","37416","C.elegans","rps-19","NM_060154.5","NP_492555.1"
"RPS19","37416","S.pombe","rps19-1","NM_001022513.1","NP_596593.1"
"RPS19","37416","S.pombe","rps19","NM_001021127.1","NP_595221.1"
"RPS19","37416","S.cerevisiae","RPS19A","RPS19A_6324451","NP_014520.1"
"RPS19","37416","S.cerevisiae","RPS19B","RPS19B_6324027","NP_014097.1"
"RPS19","37416","K.lactis","KLLA0A0719","XM_451319.1","XP_451319.1"
"RPS19","37416","E.gossypii","AGOS_ADL15","NM_209291.1","NP_983938.1"
"RPS19","37416","M.grisea","MGG_05026","XM_359751.1","XP_359751.1"
"RPS19","37416","N.crassa","NCU07826.1","XM_328531.1","XP_328532.1"
"RPS19","37416","A.thaliana","AT5G61170","NM_125510.4","NP_200925.1"
"RPS19","37416","A.thaliana","AT3G02080","NM_111074.3","NP_186857.1"
"RPS19","37416","A.thaliana","AT5G15520","NM_121556.3","NP_197056.1"
"RPS19","37416","O.sativa","Os03g04245","NM_001056932.1","NP_001050397.1"
"RPS19","37416","P.falciparum","PFD1055w","XM_001351491.1","XP_001351527.1"
"RPSA","103854","H.sapiens ","RPSA ","NM_001012321.1 ","NP_001012321.1"
"RPSA","103854","P.troglodytes ","LOC740423 ","XM_001158586.1 ","XP_001158586.1"
"RPSA","103854","P.troglodytes ","LOC747747 ","XM_001172054.1 ","XP_001172054.1"
"RPSA","103854","C.lupus ","RPSA ","XM_533909.2 ","XP_533909.1"
"RPSA","103854","C.lupus ","RPSA ","XM_855691.1 ","XP_860784.1"
"RPSA","103854","B.taurus ","RPSA ","NM_174379.2 ","NP_776804.1"
"RPSA","103854","M.musculus ","Rpsa ","NM_011029.3 ","NP_035159.2"
"RRAD","3071","H.sapiens","RRAD","NM_001128850.1","NP_001122322.1"
"RRAD","3071","P.troglodytes","RRAD","XM_001143391.1","XP_001143391.1"
"RRAD","3071","C.lupus","RRAD","XM_848955.1","XP_854048.1"
"RRAD","3071","B.taurus","RRAD","NM_001045913.1","NP_001039378.1"
"RRAD","3071","M.musculus","Rrad","NM_019662.2","NP_062636.2"
"RRAD","3071","R.norvegicus","Rrad","NM_053338.1","NP_445790.1"
"RRAD","3071","G.gallus","RRAD","XM_414151.2","XP_414151.1"
"RRAD","3071","D.rerio","rrad","NM_199798.1","NP_956092.1"
"RRAD","3071","D.melanogaster","Rgk1","NM_137567.1","NP_611411.1"
"RRAD","3071","A.gambiae","AgaP_AGAP0","XM_308189.4","XP_308189.4"
"RRAS","4565","H.sapiens","RRAS","NM_006270.3","NP_006261.1"
"RRAS","4565","P.troglodytes","RRAS","XM_524339.2","XP_524339.1"
"RRAS","4565","C.lupus","RRAS","XM_533617.2","XP_533617.1"
"RRAS","4565","B.taurus","RRAS","NM_001038688.1","NP_001033777.1"
"RRAS","4565","M.musculus","Rras","NM_009101.2","NP_033127.1"
"RRAS","4565","R.norvegicus","Rras","XM_341851.3","XP_341852.1"
"RRAS","4565","D.rerio","rras","NM_001005931.2","NP_001005931.2"
"RRM2","20277","H.sapiens","RRM2","NM_001034.2","NP_001025.1"
"RRM2","20277","C.lupus","RRM2","XM_540076.2","XP_540076.2"
"RRM2","20277","B.taurus","RRM2","XM_584910.4","XP_584910.2"
"RRM2","20277","M.musculus","Rrm2","NM_009104.1","NP_033130.1"
"RRM2","20277","R.norvegicus","Rrm2","NM_001025740.1","NP_001020911.1"
"RRM2","20277","G.gallus","RRM2","XM_419948.2","XP_419948.2"
"RRM2","20277","D.rerio","rrm2","NM_131450.2","NP_571525.1"
"RRM2","20277","D.melanogaster","RnrS","NM_080372.2","NP_525111.1"
"RRM2","20277","A.gambiae","AgaP_AGAP0","XM_308927.4","XP_308927.4"
"RRM2","20277","C.elegans","rnr-2","NM_065420.4","NP_497821.1"
"RRM2","20277","S.pombe","suc22","NM_001022467.1","NP_596546.1"
"RRM2","20277","S.cerevisiae","RNR2","RNR2_6322434","NP_012508.1"
"RRM2","20277","K.lactis","KLLA0F1510","XM_455757.1","XP_455757.1"
"RRM2","20277","E.gossypii","AGOS_AAL13","NM_207759.1","NP_982406.1"
"RRM2","20277","M.grisea","MGG_06408","XM_369893.1","XP_369893.1"
"RRM2","20277","N.crassa","NCU07887.1","XM_328592.1","XP_328593.1"
"RRM2","20277","A.thaliana","TSO2","NM_113620.3","NP_189342.1"
"RRM2","20277","O.sativa","Os06g01279","NM_001063203.1","NP_001056668.1"
"RRM2","20277","P.falciparum","PF14_0053","XM_001348190.1","XP_001348226.1"
"RTN3","24934","H.sapiens","RTN3","NM_201428.1","NP_958831.1"
"RTN3","24934","P.troglodytes","RTN3","XM_001162095.1","XP_001162095.1"
"RTN3","24934","C.lupus","RTN3","XM_862208.1","XP_867301.1"
"RTN3","24934","B.taurus","RTN3","NM_182657.1","NP_872598.1"
"RTN3","24934","M.musculus","Rtn3","NM_001003934.1","NP_001003934.1"
"RTN3","24934","R.norvegicus","Rtn3","NM_080909.2","NP_543185.2"
"RTN3","24934","D.rerio","rtn3","NM_201072.1","NP_957366.1"
"RUNX1","1331","H.sapiens","RUNX1","NM_001754.4","NP_001745.2"
"RUNX1","1331","P.troglodytes","RUNX1","XM_001168297.1","XP_001168297.1"
"RUNX1","1331","C.lupus","RUNX1","XM_544871.2","XP_544871.2"
"RUNX1","1331","B.taurus","RUNX1","XM_865771.2","XP_870864.1"
"RUNX1","1331","R.norvegicus","Runx1","NM_017325.1","NP_059021.1"
"RUNX1","1331","D.rerio","runx1","NM_131603.2","NP_571678.1"
"RUNX3","37914","H.sapiens","RUNX3","NM_001031680.2","NP_001026850.1"
"RUNX3","37914","P.troglodytes","RUNX3","XM_530106.2","XP_530106.2"
"RUNX3","37914","C.lupus","RUNX3","XM_544492.2","XP_544492.2"
"RUNX3","37914","B.taurus","RUNX3","XM_869638.2","XP_874731.2"
"RUNX3","37914","M.musculus","Runx3","NM_019732.2","NP_062706.2"
"RUNX3","37914","R.norvegicus","Runx3","NM_130425.1","NP_569109.1"
"RUNX3","37914","G.gallus","RUNX3","XM_001232977.1","XP_001232978.1"
"RUNX3","37914","D.rerio","runx3","NM_131604.2","NP_571679.2"
"RUNX3","37914","D.melanogaster","CG34145","NM_001042820.1","NP_001036285.1"
"RUNX3","37914","D.melanogaster","CG42267","NM_134554.1","NP_608398.1"
"S100A10","2228","H.sapiens","S100A10","NM_002966.2","NP_002957.1"
"S100A10","2228","P.troglodytes","LOC457306","XM_513807.2","XP_513807.2"
"S100A10","2228","C.lupus","S100A10","XM_533060.2","XP_533060.2"
"S100A10","2228","B.taurus","S100A10","NM_174650.1","NP_777075.1"
"S100A10","2228","M.musculus","S100a10","NM_009112.2","NP_033138.1"
"S100A10","2228","R.norvegicus","S100a10","NM_031114.1","NP_112376.1"
"S100A10","2228","D.rerio","s100a10b","NM_213003.1","NP_998168.1"
"S100A10","2228","D.rerio","s100a10a","XM_001341056.1","XP_001341092.1"
"S100A7","48150","H.sapiens ","S100A7 ","NM_002963.3 ","NP_002954.2"
"S100A7","48150","P.troglodytes ","S100A7 ","XM_001138487.1 ","XP_001138487.1"
"S100A7","48150","B.taurus ","S100A7 ","NM_174596.2 ","NP_777021.1"
"S100A7","48150","B.taurus ","LOC786350 ","XM_001254054.2 ","XP_001254055.1"
"S100A7","48150","B.taurus ","LOC618269 ","XM_870600.3 ","XP_875693.1"
"S100A8","2225","H.sapiens","S100A8","NM_002964.3","NP_002955.2"
"S100A8","2225","P.troglodytes","S100A8","XM_513814.2","XP_513814.2"
"S100A8","2225","C.lupus","S100A8","XM_547583.2","XP_547583.2"
"S100A8","2225","B.taurus","S100A8","XM_001790316.1","XP_001790368.1"
"S100A8","2225","M.musculus","S100a8","NM_013650.2","NP_038678.1"
"S100A8","2225","R.norvegicus","S100a8","NM_053822.1","NP_446274.1"
"S100A9","2227","H.sapiens ","S100A9 ","NM_002965.3 ","NP_002956.1"
"S100A9","2227","P.troglodytes ","S100A9 ","XM_001137562.1 ","XP_001137562.1"
"S100A9","2227","C.lupus ","S100A9 ","XM_547585.2 ","XP_547585.2"
"S100A9","2227","B.taurus ","S100A9 ","NM_001046328.1 ","NP_001039793.1"
"S100A9","2227","M.musculus ","S100a9 ","NM_009114.2 ","NP_033140.1"
"S100A9","2227","R.norvegicus ","S100a9 ","NM_053587.1 ","NP_446039.1"
"S100P","81743","H.sapiens","S100P","NM_005980.2","NP_005971.1"
"S100P","81743","P.troglodytes","S100P","XM_001156309.1","XP_001156309.1"
"S100P","81743","C.lupus","S100P","XM_847763.1","XP_852856.1"
"SAA1","81819","H.sapiens","SAA1","NM_000331.3","NP_000322.2"
"SAA1","81819","C.lupus","SAA1","XM_537868.2","XP_537868.2"
"SAA1","81819","C.lupus","SAA1","XM_534081.2","XP_534081.1"
"SAA1","81819","B.taurus","LOC618238","XM_870567.3","XP_875660.1"
"SAA1","81819","B.taurus","LOC506412","NM_001075260.1","NP_001068728.1"
"SAA1","81819","B.taurus","LOC616035","XM_867996.3","XP_873089.3"
"SAA1","81819","B.taurus","SAA3","NM_181016.3","NP_851359.2"
"SAA1","81819","M.musculus","Saa3","NM_011315.3","NP_035445.1"
"SAA1","81819","D.rerio","zgc:103580","NM_001005599.1","NP_001005599.1"
"SCAMP1","37975","H.sapiens","SCAMP1","NM_004866.4","NP_004857.4"
"SCAMP1","37975","P.troglodytes","SCAMP1","XM_001141573.1","XP_001141573.1"
"SCAMP1","37975","C.lupus","SCAMP1","XM_854633.1","XP_859726.1"
"SCAMP1","37975","B.taurus","SCAMP1","NM_001076054.1","NP_001069522.1"
"SCAMP1","37975","M.musculus","Scamp1","NM_029153.1","NP_083429.1"
"SCAMP1","37975","R.norvegicus","Scamp1","XM_342174.3","XP_342175.1"
"SCAMP1","37975","G.gallus","SCAMP1","XM_414682.2","XP_414682.2"
"SCAMP1","37975","D.rerio","zgc:77214","NM_205692.1","NP_991255.1"
"SCAMP1","37975","D.melanogaster","Scamp","NM_132795.2","NP_573023.2"
"SCAMP1","37975","A.gambiae","AgaP_AGAP0","XM_311983.4","XP_311983.4"
"SCAMP1","37975","C.elegans","scm-1","NM_058510.3","NP_490911.1"
"SCAMP1","37975","A.thaliana","SC3","NM_104806.3","NP_176320.1"
"SCAMP1","37975","A.thaliana","AT1G11180","NM_100990.3","NP_172584.1"
"SCAMP1","37975","A.thaliana","AT2G20840","NM_127653.4","NP_179680.1"
"SCAMP1","37975","A.thaliana","AT1G03550","NM_100237.1","NP_563686.1"
"SCD","74538","H.sapiens","SCD","NM_005063.4","NP_005054.3"
"SCD","74538","P.troglodytes","SCD","XM_001168563.1","XP_001168563.1"
"SCD","74538","C.lupus","SCD","XM_543968.2","XP_543968.2"
"SCD","74538","M.musculus","Scd1","NM_009127.3","NP_033153.2"
"SCD","74538","R.norvegicus","Scd1","NM_139192.1","NP_631931.1"
"SCD","74538","G.gallus","SCD","NM_204890.1","NP_990221.1"
"SCD","74538","D.rerio","scdb","NM_001020705.1","NP_001018541.1"
"SCD","74538","D.melanogaster","CG8630","NM_169500.1","NP_731781.1"
"SCD","74538","A.gambiae","AgaP_AGAP0","XM_311704.4","XP_311704.4"
"SCEL","2850","H.sapiens","SCEL","NM_144777.1","NP_659001.1"
"SCEL","2850","P.troglodytes","SCEL","XM_001140965.1","XP_001140965.1"
"SCEL","2850","B.taurus","SCEL","NM_001102332.1","NP_001095802.1"
"SCEL","2850","M.musculus","Scel","NM_022886.2","NP_075024.2"
"SCEL","2850","R.norvegicus","Scel","XM_341370.3","XP_341371.3"
"SDC1 ","2252","H.sapiens","SDC1","NM_002997.4","NP_002988.3"
"SDC1 ","2252","P.troglodytes","SDC1","XM_001140545.1","XP_001140545.1"
"SDC1 ","2252","C.lupus","SDC1","XM_540099.2","XP_540099.2"
"SDC1 ","2252","B.taurus","SDC1","NM_001075924.1","NP_001069392.1"
